time_start,time_end,model,launched,destroyed,not_reach_goal,still_attacking,target,launch_place
2023-03-16 00:45,2023-03-16 01:45,Kh-101,5,5,0,0,Zaporizhzhia,Black Sea
2023-03-16 01:17,2023-03-16 05:17,Tornado-S,12,6,2,4,Rivne,Belarus
2023-03-17 00:58,2023-03-17 02:58,Shahed-136,17,14,1,2,Zhytomyr,Crimea
2023-03-17 02:59,2023-03-17 03:59,Forpost-R,7,2,3,2,Lviv,Caspian Sea
2023-03-17 03:32,2023-03-17 06:32,Shahed-131,25,23,0,2,Dnipro,Bryansk Oblast
2023-03-17 00:23,2023-03-17 02:23,Kh-101,4,3,0,1,Kyiv,Voronezh Oblast
2023-03-20 01:02,2023-03-20 04:02,Shahed-136,21,19,1,1,Rivne,Crimea
2023-03-20 01:48,2023-03-20 05:48,Shahed-107,13,13,0,0,Kherson,Caspian Sea
2023-03-22 01:35,2023-03-22 05:35,Shahed-131,13,12,1,0,Kharkiv,Belgorod Oblast
2023-03-22 01:19,2023-03-22 02:19,Shahed-136/Geran-2,19,15,2,2,Kyiv,Kursk Oblast
2023-03-23 00:07,2023-03-23 04:07,Shahed-136/Geran-2,16,16,0,0,Poltava,Belarus
2023-03-23 00:40,2023-03-23 02:40,Kh-31P,7,5,0,2,Chernihiv,Krasnodar Krai
2023-03-23 02:27,2023-03-23 03:27,Kh-555,5,5,0,0,Poltava,Voronezh Oblast
2023-03-23 01:36,2023-03-23 05:36,Shahed-136,9,8,0,1,Odesa,Black Sea
2023-03-24 00:33,2023-03-24 01:33,Kh-101,4,4,0,0,Lviv,Crimea
2023-03-24 00:40,2023-03-24 04:40,Shahed-136,15,13,0,2,Mykolaiv,Belgorod Oblast
2023-03-24 00:22,2023-03-24 01:22,Kh-55,1,1,0,0,Mykolaiv,Kursk Oblast
2023-03-26 01:02,2023-03-26 04:02,S-300,4,4,0,0,Donetsk,Voronezh Oblast
2023-03-26 01:53,2023-03-26 05:53,Shahed-136,15,13,1,1,Chernihiv,Crimea
2023-03-26 01:51,2023-03-26 03:51,Shahed-238,21,21,0,0,Kharkiv,Crimea
2023-03-27 00:50,2023-03-27 02:50,Kh-101,8,7,0,1,Rivne,Caspian Sea
2023-03-27 02:59,2023-03-27 05:59,Shahed-136,16,15,0,1,Donetsk,Bryansk Oblast
2023-03-29 00:48,2023-03-29 02:48,Kalibr,3,3,0,0,Zaporizhzhia,Voronezh Oblast
2023-03-29 00:55,2023-03-29 03:55,Kh-55,7,7,0,0,Zaporizhzhia,Black Sea
2023-03-29 02:27,2023-03-29 06:27,Shahed-136,23,22,0,1,Chernihiv,Crimea
2023-03-31 03:44,2023-03-31 07:44,Kalibr,6,5,1,0,Mykolaiv,Belarus
2023-03-31 02:51,2023-03-31 03:51,Shahed-136/Geran-2,21,20,1,0,Chernihiv,Bryansk Oblast
2023-04-01 02:20,2023-04-01 03:20,Kh-101,9,7,1,1,Kharkiv,Voronezh Oblast
2023-04-01 02:19,2023-04-01 06:19,Smerch,5,4,0,1,Poltava,Bryansk Oblast
2023-04-02 02:28,2023-04-02 03:28,Shahed-136,21,18,1,2,Chernihiv,Voronezh Oblast
2023-04-02 03:17,2023-04-02 04:17,Shahed-136/Geran-2,14,12,1,1,Kharkiv,Bryansk Oblast
2023-04-02 02:32,2023-04-02 04:32,Lancet-3,5,5,0,0,Kyiv,Krasnodar Krai
2023-04-02 03:02,2023-04-02 05:02,Kh-101,5,5,0,0,Kharkiv,Kursk Oblast
2023-04-04 00:38,2023-04-04 02:38,Shahed-136,15,14,0,1,Sumy,Crimea
2023-04-04 02:23,2023-04-04 06:23,Shahed-131,27,19,0,8,Vinnytsia,Black Sea
2023-04-04 01:33,2023-04-04 04:33,Shahed-136/Geran-2,19,17,1,1,Lviv,Voronezh Oblast
2023-04-04 02:15,2023-04-04 03:15,Kalibr,7,6,1,0,Kyiv,Krasnodar Krai
2023-04-05 00:16,2023-04-05 03:16,Shahed-136/Geran-2,26,22,0,4,Chernihiv,Crimea
2023-04-05 01:39,2023-04-05 04:39,Shahed-131,26,22,2,2,Chernihiv,Crimea
2023-04-05 01:07,2023-04-05 03:07,Shahed-136,14,10,0,4,Zhytomyr,Black Sea
2023-04-05 03:11,2023-04-05 07:11,Kh-555,3,2,0,1,Kharkiv,Voronezh Oblast
2023-04-06 02:57,2023-04-06 05:57,Shahed-136,17,15,0,2,Zhytomyr,Krasnodar Krai
2023-04-09 01:07,2023-04-09 03:07,Kh-555,7,3,1,3,Vinnytsia,Krasnodar Krai
2023-04-09 01:50,2023-04-09 05:50,Shahed-136,10,8,0,2,Kyiv,Voronezh Oblast
2023-04-09 02:29,2023-04-09 04:29,Shahed-131,24,18,2,4,Poltava,Black Sea
2023-04-10 03:33,2023-04-10 07:33,Shahed-136,8,7,1,0,Vinnytsia,Bryansk Oblast
2023-04-10 00:08,2023-04-10 03:08,Kh-101,4,4,0,0,Sumy,Black Sea
2023-04-10 03:29,2023-04-10 06:29,Kh-555,4,2,1,1,Odesa,Belarus
2023-04-10 01:49,2023-04-10 03:49,Shahed-136/Geran-2,30,26,2,2,Lviv,Belarus
2023-04-12 01:19,2023-04-12 03:19,Shahed-136,16,16,0,0,Odesa,Voronezh Oblast
2023-04-14 00:16,2023-04-14 02:16,KN-25,6,1,1,4,Sumy,Belarus
2023-04-14 02:08,2023-04-14 05:08,Shahed-136,14,13,1,0,Poltava,Belarus
2023-04-14 00:32,2023-04-14 02:32,Kh-22,5,1,0,4,Poltava,Krasnodar Krai
2023-04-15 00:52,2023-04-15 01:52,Kh-59MK2,6,5,0,1,Kharkiv,Caspian Sea
2023-04-15 02:41,2023-04-15 04:41,Kh-22,1,1,0,0,Vinnytsia,Bryansk Oblast
2023-04-15 00:31,2023-04-15 03:31,Shahed-136/Geran-2,24,22,1,1,Sumy,Belgorod Oblast
2023-04-16 02:29,2023-04-16 03:29,Iskander-K,2,1,0,1,Chernihiv,Caspian Sea
2023-04-16 01:28,2023-04-16 05:28,Shahed-136,23,17,2,4,Kherson,Crimea
2023-04-16 01:21,2023-04-16 03:21,Iskander-M,5,2,1,2,Mykolaiv,Voronezh Oblast
2023-04-16 02:25,2023-04-16 04:25,Shahed-131,19,19,0,0,Vinnytsia,Voronezh Oblast
2023-04-17 02:15,2023-04-17 06:15,Kalibr,7,5,0,2,Kharkiv,Belgorod Oblast
2023-04-18 00:03,2023-04-18 03:03,Kh-47M2 Kinzhal,3,2,1,0,Lviv,Bryansk Oblast
2023-04-18 01:55,2023-04-18 03:55,Shahed-131,19,19,0,0,Zhytomyr,Voronezh Oblast
2023-04-21 03:32,2023-04-21 07:32,Shahed-131,20,17,2,1,Kherson,Belgorod Oblast
2023-04-21 03:01,2023-04-21 04:01,Shahed-136/Geran-2,26,23,0,3,Lviv,Belarus
2023-04-22 01:37,2023-04-22 04:37,Iskander-M,6,3,2,1,Kyiv,Caspian Sea
2023-04-22 02:31,2023-04-22 06:31,Tornado-S,9,7,1,1,Zaporizhzhia,Belarus
2023-04-23 03:08,2023-04-23 06:08,Shahed-136,11,10,0,1,Chernihiv,Voronezh Oblast
2023-04-25 00:36,2023-04-25 02:36,Shahed-131,9,8,0,1,Mykolaiv,Belarus
2023-04-25 02:04,2023-04-25 06:04,Shahed-136,13,12,1,0,Donetsk,Crimea
2023-04-25 02:52,2023-04-25 03:52,Kh-555,9,7,0,2,Odesa,Black Sea
2023-04-25 03:23,2023-04-25 06:23,Kh-101,2,2,0,0,Donetsk,Voronezh Oblast
2023-04-27 00:02,2023-04-27 01:02,Kh-555,1,0,0,1,Odesa,Voronezh Oblast
2023-04-27 03:33,2023-04-27 07:33,Kh-31P,6,5,1,0,Odesa,Belarus
2023-04-27 01:20,2023-04-27 04:20,Tornado-S,8,7,1,0,Odesa,Bryansk Oblast
2023-04-27 02:37,2023-04-27 05:37,Kalibr,3,2,0,1,Donetsk,Belarus
2023-04-28 03:52,2023-04-28 04:52,Shahed-136,16,15,0,1,Mykolaiv,Voronezh Oblast
2023-04-28 00:26,2023-04-28 03:26,Kh-55,3,3,0,0,Vinnytsia,Caspian Sea
2023-04-28 03:16,2023-04-28 05:16,Kalibr,6,6,0,0,Chernihiv,Caspian Sea
2023-04-29 03:09,2023-04-29 05:09,Shahed-136,14,12,0,2,Kyiv,Black Sea
2023-04-29 01:01,2023-04-29 05:01,Kh-101,5,2,1,2,Mykolaiv,Bryansk Oblast
2023-04-30 03:32,2023-04-30 07:32,Kh-55,5,2,1,2,Zhytomyr,Caspian Sea
2023-04-30 01:33,2023-04-30 03:33,Kh-101,4,2,1,1,Donetsk,Voronezh Oblast
2023-05-02 02:11,2023-05-02 06:11,Shahed-136,16,15,1,0,Rivne,Belarus
2023-05-02 02:34,2023-05-02 05:34,Kh-555,6,5,1,0,Sumy,Belgorod Oblast
2023-05-02 03:12,2023-05-02 05:12,Shahed-131,28,27,0,1,Zaporizhzhia,Belarus
2023-05-02 02:14,2023-05-02 05:14,KN-23,3,1,1,1,Vinnytsia,Belgorod Oblast
2023-05-04 02:30,2023-05-04 05:30,Shahed-136,18,15,1,2,Donetsk,Belgorod Oblast
2023-05-04 02:07,2023-05-04 06:07,Kh-59,4,4,0,0,Rivne,Bryansk Oblast
2023-05-04 02:49,2023-05-04 04:49,Shahed-136/Geran-2,17,11,1,5,Zaporizhzhia,Caspian Sea
2023-05-04 02:45,2023-05-04 03:45,Shahed-131,33,28,1,4,Mykolaiv,Crimea
2023-05-05 01:12,2023-05-05 04:12,Shahed-131,19,16,0,3,Rivne,Belarus
2023-05-05 02:08,2023-05-05 03:08,Kalibr,3,3,0,0,Poltava,Kursk Oblast
2023-05-05 01:03,2023-05-05 03:03,Zala,2,1,0,1,Sumy,Kursk Oblast
2023-05-05 00:06,2023-05-05 04:06,Shahed-136,13,11,0,2,Mykolaiv,Crimea
2023-05-06 00:35,2023-05-06 02:35,Kh-55,7,5,1,1,Lviv,Crimea
2023-05-06 03:41,2023-05-06 05:41,Shahed-136,18,16,0,2,Vinnytsia,Belgorod Oblast
2023-05-07 00:41,2023-05-07 02:41,Iskander-M,8,4,0,4,Donetsk,Caspian Sea
2023-05-09 00:53,2023-05-09 04:53,Kh-101,5,5,0,0,Vinnytsia,Crimea
2023-05-09 01:59,2023-05-09 04:59,Kh-69,5,5,0,0,Rivne,Caspian Sea
2023-05-10 02:18,2023-05-10 06:18,Kh-31P,2,2,0,0,Sumy,Belarus
2023-05-11 03:17,2023-05-11 05:17,S-300,3,0,3,0,Vinnytsia,Black Sea
2023-05-11 02:10,2023-05-11 06:10,KN-23,2,2,0,0,Sumy,Belgorod Oblast
2023-05-13 02:36,2023-05-13 04:36,Shahed-136/Geran-2,19,18,1,0,Odesa,Bryansk Oblast
2023-05-13 03:32,2023-05-13 06:32,Kh-101,4,2,1,1,Kharkiv,Bryansk Oblast
2023-05-13 00:11,2023-05-13 02:11,Kh-555,3,3,0,0,Kherson,Voronezh Oblast
2023-05-15 01:28,2023-05-15 04:28,Kh-101,2,2,0,0,Mykolaiv,Belgorod Oblast
2023-05-15 00:16,2023-05-15 03:16,Shahed-136,19,15,0,4,Chernihiv,Kursk Oblast
2023-05-15 00:42,2023-05-15 01:42,Shahed-131,17,13,0,4,Kherson,Belgorod Oblast
2023-05-15 01:25,2023-05-15 04:25,Smerch,6,2,2,2,Chernihiv,Black Sea
2023-05-16 02:39,2023-05-16 04:39,Kh-55,7,7,0,0,Dnipro,Krasnodar Krai
2023-05-16 03:09,2023-05-16 07:09,S-300,6,2,3,1,Chernihiv,Voronezh Oblast
2023-05-16 03:44,2023-05-16 07:44,Shahed-136,12,10,1,1,Vinnytsia,Belarus
2023-05-20 03:33,2023-05-20 06:33,Shahed-136,32,27,1,4,Kharkiv,Black Sea
2023-05-21 01:10,2023-05-21 04:10,Shahed-238,16,15,0,1,Zhytomyr,Belarus
2023-05-21 03:07,2023-05-21 05:07,Shahed-131,21,19,0,2,Chernihiv,Crimea
2023-05-22 00:29,2023-05-22 02:29,Shahed-238,18,17,0,1,Donetsk,Bryansk Oblast
2023-05-22 03:36,2023-05-22 04:36,Shahed-131,12,12,0,0,Donetsk,Crimea
2023-05-22 02:46,2023-05-22 03:46,Shahed-136,20,18,0,2,Lviv,Belgorod Oblast
2023-05-22 00:47,2023-05-22 02:47,Kh-22,3,3,0,0,Poltava,Black Sea
2023-05-23 00:34,2023-05-23 01:34,Shahed-136,15,9,3,3,Rivne,Black Sea
2023-05-23 03:02,2023-05-23 06:02,Kalibr,1,1,0,0,Lviv,Krasnodar Krai
2023-05-23 01:49,2023-05-23 05:49,Kh-47M2 Kinzhal,6,3,0,3,Mykolaiv,Bryansk Oblast
2023-05-24 03:05,2023-05-24 05:05,Shahed-136/Geran-2,21,17,0,4,Sumy,Voronezh Oblast
2023-05-24 00:11,2023-05-24 04:11,Shahed-131,22,20,0,2,Donetsk,Krasnodar Krai
2023-05-24 01:53,2023-05-24 02:53,Shahed-136,14,12,0,2,Vinnytsia,Caspian Sea
2023-05-24 02:29,2023-05-24 06:29,Kh-47M2 Kinzhal,5,0,1,4,Donetsk,Bryansk Oblast
2023-05-26 01:17,2023-05-26 03:17,Mohajer-6,3,1,0,2,Rivne,Black Sea
2023-05-26 00:51,2023-05-26 04:51,Kh-55,4,2,0,2,Poltava,Caspian Sea
2023-05-26 01:13,2023-05-26 02:13,Kh-69,2,2,0,0,Kharkiv,Caspian Sea
2023-05-27 01:47,2023-05-27 02:47,Shahed-131,17,15,0,2,Lviv,Crimea
2023-05-28 00:08,2023-05-28 03:08,Shahed-131,13,11,0,2,Dnipro,Voronezh Oblast
2023-05-28 02:15,2023-05-28 05:15,S-300,7,2,3,2,Rivne,Krasnodar Krai
2023-05-30 02:17,2023-05-30 03:17,Shahed-136,22,19,1,2,Donetsk,Krasnodar Krai
2023-05-30 03:35,2023-05-30 07:35,Shahed-136/Geran-2,19,19,0,0,Kyiv,Voronezh Oblast
2023-05-30 03:50,2023-05-30 06:50,Shahed-131,20,17,1,2,Chernihiv,Bryansk Oblast
2023-05-30 03:09,2023-05-30 06:09,Kh-22,3,3,0,0,Lviv,Krasnodar Krai
2023-06-01 02:54,2023-06-01 04:54,Kalibr,2,2,0,0,Vinnytsia,Crimea
2023-06-01 00:35,2023-06-01 04:35,Shahed-136,12,10,0,2,Lviv,Belarus
2023-06-02 01:16,2023-06-02 03:16,Shahed-136,21,19,0,2,Mykolaiv,Black Sea
2023-06-02 03:54,2023-06-02 06:54,Kh-47M2 Kinzhal,7,2,2,3,Kharkiv,Belarus
2023-06-02 01:03,2023-06-02 04:03,Kh-31P,6,4,0,2,Lviv,Caspian Sea
2023-06-02 00:12,2023-06-02 02:12,Kh-101,7,3,2,2,Kherson,Kursk Oblast
2023-06-04 01:59,2023-06-04 03:59,Shahed-136,18,15,1,2,Chernihiv,Black Sea
2023-06-08 03:58,2023-06-08 05:58,Tornado-S,8,6,0,2,Donetsk,Voronezh Oblast
2023-06-08 02:24,2023-06-08 06:24,Kh-47M2 Kinzhal,2,1,0,1,Donetsk,Voronezh Oblast
2023-06-09 03:29,2023-06-09 04:29,Hwasong-11,1,1,0,0,Vinnytsia,Crimea
2023-06-09 02:58,2023-06-09 04:58,Shahed-136,23,18,3,2,Mykolaiv,Voronezh Oblast
2023-06-09 03:02,2023-06-09 05:02,Shahed-238,14,10,1,3,Chernihiv,Krasnodar Krai
2023-06-10 02:09,2023-06-10 04:09,Kh-59,6,6,0,0,Mykolaiv,Kursk Oblast
2023-06-10 03:36,2023-06-10 05:36,Shahed-131,25,18,4,3,Kherson,Belarus
2023-06-10 02:16,2023-06-10 06:16,Shahed-136/Geran-2,20,16,0,4,Chernihiv,Crimea
2023-06-10 03:10,2023-06-10 06:10,Kalibr,3,2,1,0,Odesa,Krasnodar Krai
2023-06-12 00:53,2023-06-12 01:53,Kalibr,9,7,0,2,Zhytomyr,Caspian Sea
2023-06-14 00:45,2023-06-14 02:45,Kh-101,7,4,1,2,Kyiv,Kursk Oblast
2023-06-14 03:23,2023-06-14 04:23,Kalibr,3,2,0,1,Poltava,Crimea
2023-06-15 00:34,2023-06-15 04:34,Shahed-136,20,17,3,0,Kyiv,Caspian Sea
2023-06-16 02:01,2023-06-16 06:01,Shahed-136,19,16,1,2,Vinnytsia,Krasnodar Krai
2023-06-16 00:58,2023-06-16 01:58,Shahed-131,9,9,0,0,Donetsk,Krasnodar Krai
2023-06-16 01:12,2023-06-16 04:12,Kh-55,5,5,0,0,Zhytomyr,Voronezh Oblast
2023-06-17 00:23,2023-06-17 04:23,Shahed-136,26,23,0,3,Kherson,Kursk Oblast
2023-06-17 01:19,2023-06-17 02:19,Kh-59,6,2,1,3,Sumy,Caspian Sea
2023-06-17 00:25,2023-06-17 04:25,Kh-69,4,3,1,0,Lviv,Belarus
2023-06-17 03:03,2023-06-17 04:03,Kh-101,5,4,0,1,Chernihiv,Krasnodar Krai
2023-06-18 02:36,2023-06-18 03:36,Kalibr,6,6,0,0,Rivne,Belarus
2023-06-18 00:14,2023-06-18 02:14,Shahed-136,31,30,0,1,Rivne,Crimea
2023-06-18 02:02,2023-06-18 03:02,Kh-555,4,3,0,1,Sumy,Belgorod Oblast
2023-06-18 00:11,2023-06-18 03:11,Shahed-136/Geran-2,27,22,1,4,Kyiv,Kursk Oblast
2023-06-19 00:19,2023-06-19 02:19,Smerch,10,4,2,4,Poltava,Kursk Oblast
2023-06-19 03:43,2023-06-19 06:43,Shahed-238,18,16,0,2,Lviv,Krasnodar Krai
2023-06-19 00:32,2023-06-19 03:32,Shahed-136,26,23,1,2,Kyiv,Black Sea
2023-06-19 03:14,2023-06-19 04:14,Kh-101,4,3,1,0,Mykolaiv,Bryansk Oblast
2023-06-21 03:31,2023-06-21 05:31,Supercam S350,4,2,1,1,Mykolaiv,Belarus
2023-06-21 03:27,2023-06-21 05:27,KN-25,6,4,1,1,Sumy,Bryansk Oblast
2023-06-21 00:49,2023-06-21 03:49,Kh-22,5,3,1,1,Vinnytsia,Kursk Oblast
2023-06-23 03:45,2023-06-23 05:45,Kh-101,2,2,0,0,Chernihiv,Bryansk Oblast
2023-06-23 02:23,2023-06-23 03:23,Shahed-136,10,8,0,2,Kharkiv,Caspian Sea
2023-06-25 00:08,2023-06-25 01:08,Kh-101,4,2,1,1,Odesa,Bryansk Oblast
2023-06-25 03:35,2023-06-25 07:35,Shahed-136,8,8,0,0,Kharkiv,Caspian Sea
2023-06-25 00:22,2023-06-25 01:22,Hwasong-11,2,0,0,2,Poltava,Voronezh Oblast
2023-06-27 03:49,2023-06-27 04:49,Kalibr,1,1,0,0,Chernihiv,Belarus
2023-06-27 01:36,2023-06-27 03:36,Shahed-238,20,17,2,1,Sumy,Bryansk Oblast
2023-06-27 01:08,2023-06-27 04:08,Shahed-131,14,14,0,0,Zaporizhzhia,Belgorod Oblast
2023-06-27 03:09,2023-06-27 04:09,Tornado-S,5,4,1,0,Odesa,Bryansk Oblast
2023-06-28 03:50,2023-06-28 04:50,Shahed-136,12,10,0,2,Mykolaiv,Belgorod Oblast
2023-06-28 01:46,2023-06-28 05:46,Kh-31P,3,3,0,0,Poltava,Kursk Oblast
2023-06-28 03:06,2023-06-28 05:06,Kh-22,4,3,0,1,Zaporizhzhia,Caspian Sea
2023-06-30 02:28,2023-06-30 05:28,Shahed-131,18,13,0,5,Lviv,Krasnodar Krai
2023-06-30 02:20,2023-06-30 04:20,Shahed-136,21,19,0,2,Kherson,Voronezh Oblast
2023-06-30 01:25,2023-06-30 04:25,Shahed-136/Geran-2,22,21,0,1,Zaporizhzhia,Crimea
2023-06-30 01:20,2023-06-30 05:20,Kh-35,2,1,1,0,Zaporizhzhia,Bryansk Oblast
2023-07-01 01:43,2023-07-01 02:43,Kh-555,3,2,0,1,Chernihiv,Crimea
2023-07-01 01:28,2023-07-01 04:28,Shahed-136,13,11,0,2,Zhytomyr,Black Sea
2023-07-04 01:40,2023-07-04 04:40,Shahed-136/Geran-2,17,15,0,2,Dnipro,Belgorod Oblast
2023-07-04 01:45,2023-07-04 05:45,Kalibr,3,1,1,1,Vinnytsia,Bryansk Oblast
2023-07-04 00:28,2023-07-04 04:28,Shahed-136,15,13,1,1,Poltava,Bryansk Oblast
2023-07-04 03:34,2023-07-04 04:34,Kh-22,9,5,0,4,Vinnytsia,Voronezh Oblast
2023-07-07 00:49,2023-07-07 02:49,Kh-101,4,4,0,0,Sumy,Voronezh Oblast
2023-07-08 03:48,2023-07-08 06:48,Shahed-136,26,24,0,2,Vinnytsia,Bryansk Oblast
2023-07-09 02:14,2023-07-09 04:14,Shahed-136,18,17,1,0,Kherson,Voronezh Oblast
2023-07-10 02:01,2023-07-10 06:01,Shahed-136/Geran-2,27,24,3,0,Kharkiv,Belgorod Oblast
2023-07-10 03:58,2023-07-10 04:58,Shahed-136,17,13,1,3,Kharkiv,Krasnodar Krai
2023-07-11 03:50,2023-07-11 05:50,Shahed-238,13,10,1,2,Donetsk,Crimea
2023-07-11 02:30,2023-07-11 03:30,Shahed-136,18,17,1,0,Kherson,Crimea
2023-07-11 02:04,2023-07-11 05:04,Kh-47M2 Kinzhal,2,1,0,1,Kyiv,Black Sea
2023-07-12 00:43,2023-07-12 02:43,Kh-55,2,1,1,0,Rivne,Kursk Oblast
2023-07-12 01:35,2023-07-12 03:35,Shahed-131,18,16,1,1,Mykolaiv,Belarus
2023-07-12 03:29,2023-07-12 05:29,KN-23,4,4,0,0,Vinnytsia,Bryansk Oblast
2023-07-13 03:25,2023-07-13 04:25,Shahed-136,20,17,0,3,Chernihiv,Kursk Oblast
2023-07-13 03:37,2023-07-13 07:37,KN-25,14,10,2,2,Lviv,Caspian Sea
2023-07-15 00:51,2023-07-15 02:51,Kh-55,2,2,0,0,Mykolaiv,Voronezh Oblast
2023-07-16 02:42,2023-07-16 06:42,Shahed-131,11,8,1,2,Donetsk,Voronezh Oblast
2023-07-17 00:22,2023-07-17 03:22,Shahed-136,20,19,1,0,Zhytomyr,Crimea
2023-07-17 01:52,2023-07-17 04:52,Kh-101,5,3,1,1,Rivne,Black Sea
2023-07-17 01:20,2023-07-17 02:20,Shahed-136/Geran-2,16,13,0,3,Dnipro,Belgorod Oblast
2023-07-17 00:11,2023-07-17 03:11,KN-25,11,6,1,4,Chernihiv,Krasnodar Krai
2023-07-18 01:36,2023-07-18 05:36,Shahed-238,17,14,0,3,Lviv,Krasnodar Krai
2023-07-18 03:40,2023-07-18 05:40,Orlan-10,3,1,0,2,Donetsk,Krasnodar Krai
2023-07-18 03:18,2023-07-18 05:18,Shahed-136,15,12,1,2,Odesa,Voronezh Oblast
2023-07-18 03:39,2023-07-18 04:39,Smerch,3,1,0,2,Zhytomyr,Voronezh Oblast
2023-07-20 03:35,2023-07-20 07:35,Mohajer-6,7,2,2,3,Lviv,Crimea
2023-07-20 03:45,2023-07-20 07:45,Kh-22,7,6,0,1,Kherson,Krasnodar Krai
2023-07-21 01:18,2023-07-21 02:18,Shahed-136/Geran-2,11,10,1,0,Zaporizhzhia,Kursk Oblast
2023-07-22 03:36,2023-07-22 07:36,Shahed-136,18,16,0,2,Donetsk,Belarus
2023-07-22 00:36,2023-07-22 01:36,Kh-22,8,7,0,1,Zaporizhzhia,Belarus
2023-07-24 03:34,2023-07-24 05:34,Kh-47M2 Kinzhal,6,4,0,2,Lviv,Black Sea
2023-07-26 02:55,2023-07-26 03:55,Shahed-136/Geran-2,22,19,0,3,Kherson,Belgorod Oblast
2023-07-26 02:55,2023-07-26 03:55,Iskander-M,1,1,0,0,Kherson,Black Sea
2023-07-28 03:10,2023-07-28 05:10,Shahed-131,4,4,0,0,Vinnytsia,Kursk Oblast
2023-07-28 01:51,2023-07-28 02:51,Mohajer-6,5,2,2,1,Poltava,Voronezh Oblast
2023-07-28 02:38,2023-07-28 04:38,Shahed-136,19,17,2,0,Mykolaiv,Belgorod Oblast
2023-07-29 00:08,2023-07-29 04:08,Kh-59,6,5,1,0,Rivne,Caspian Sea
2023-07-29 02:55,2023-07-29 04:55,Kh-55,3,3,0,0,Chernihiv,Krasnodar Krai
2023-07-29 01:09,2023-07-29 04:09,Shahed-136,12,11,0,1,Zhytomyr,Kursk Oblast
2023-07-31 01:36,2023-07-31 04:36,Shahed-131,18,15,0,3,Sumy,Bryansk Oblast
2023-07-31 03:28,2023-07-31 04:28,Shahed-136,23,18,1,4,Sumy,Black Sea
2023-07-31 03:32,2023-07-31 06:32,Kh-555,8,8,0,0,Chernihiv,Voronezh Oblast
2023-07-31 03:31,2023-07-31 06:31,Iskander-M,5,1,2,2,Poltava,Caspian Sea
2023-08-03 02:54,2023-08-03 03:54,Kh-555,7,4,2,1,Vinnytsia,Belarus
2023-08-03 03:13,2023-08-03 07:13,Shahed-136,21,19,0,2,Zhytomyr,Kursk Oblast
2023-08-03 03:17,2023-08-03 06:17,Shahed-136/Geran-2,34,30,2,2,Zhytomyr,Belgorod Oblast
2023-08-03 02:35,2023-08-03 04:35,Kh-59,6,5,0,1,Poltava,Crimea
2023-08-07 00:07,2023-08-07 02:07,Kh-555,5,4,0,1,Kherson,Crimea
2023-08-07 00:27,2023-08-07 02:27,Kh-101,4,3,1,0,Chernihiv,Krasnodar Krai
2023-08-07 02:10,2023-08-07 05:10,Kalibr,1,1,0,0,Kharkiv,Voronezh Oblast
2023-08-07 02:05,2023-08-07 05:05,Shahed-136,31,30,0,1,Sumy,Krasnodar Krai
2023-08-08 01:27,2023-08-08 02:27,Shahed-131,18,17,1,0,Chernihiv,Black Sea
2023-08-08 00:13,2023-08-08 04:13,Shahed-136,16,15,0,1,Kharkiv,Krasnodar Krai
2023-08-08 01:33,2023-08-08 05:33,Kh-101,1,1,0,0,Kyiv,Caspian Sea
2023-08-09 03:44,2023-08-09 05:44,Kh-101,4,2,1,1,Kherson,Black Sea
2023-08-10 00:06,2023-08-10 03:06,Kh-101,3,3,0,0,Mykolaiv,Belgorod Oblast
2023-08-11 01:04,2023-08-11 02:04,Shahed-131,12,11,0,1,Poltava,Krasnodar Krai
2023-08-11 03:22,2023-08-11 05:22,Shahed-136,19,15,1,3,Sumy,Krasnodar Krai
2023-08-13 01:05,2023-08-13 02:05,Kalibr,1,0,1,0,Odesa,Black Sea
2023-08-13 03:22,2023-08-13 07:22,Zala,1,1,0,0,Mykolaiv,Krasnodar Krai
2023-08-13 01:17,2023-08-13 02:17,Shahed-136,15,14,0,1,Dnipro,Belarus
2023-08-13 02:49,2023-08-13 03:49,Kh-101,5,4,0,1,Zhytomyr,Belgorod Oblast
2023-08-14 03:18,2023-08-14 04:18,Shahed-136,5,5,0,0,Vinnytsia,Kursk Oblast
2023-08-14 03:24,2023-08-14 04:24,Shahed-131,13,11,0,2,Dnipro,Crimea
2023-08-15 00:23,2023-08-15 03:23,Shahed-136,21,18,1,2,Odesa,Bryansk Oblast
2023-08-17 01:48,2023-08-17 05:48,Shahed-131,16,14,2,0,Vinnytsia,Black Sea
2023-08-17 00:37,2023-08-17 01:37,Kh-555,6,4,0,2,Kyiv,Belgorod Oblast
2023-08-17 01:02,2023-08-17 02:02,Shahed-136,19,15,0,4,Vinnytsia,Bryansk Oblast
2023-08-18 03:44,2023-08-18 07:44,Kh-101,10,10,0,0,Kharkiv,Belarus
2023-08-18 01:17,2023-08-18 02:17,Shahed-136,15,13,0,2,Zaporizhzhia,Black Sea
2023-08-18 01:51,2023-08-18 03:51,Shahed-131,23,18,2,3,Donetsk,Voronezh Oblast
2023-08-18 03:37,2023-08-18 04:37,Kalibr,7,6,0,1,Zaporizhzhia,Bryansk Oblast
2023-08-21 03:07,2023-08-21 07:07,Shahed-136,24,21,2,1,Poltava,Caspian Sea
2023-08-22 00:00,2023-08-22 02:00,Smerch,5,1,1,3,Chernihiv,Caspian Sea
